"352200375","WARSZAWA-OKÊCIE","2021","01","01",8.0,"",1.9,"",-.1,"",5.6,"",92.4,"",997.8,"",1011.2,"",.0,"",.0,""
"352200375","WARSZAWA-OKÊCIE","2021","01","02",8.0,"",2.0,"",.6,"",6.0,"",94.5,"",1003.6,"",1017.0,"",.2,"",.7,""
"352200375","WARSZAWA-OKÊCIE","2021","01","03",7.3,"",3.9,"",1.5,"",6.5,"",95.8,"",1004.0,"",1017.4,"",.0,"",.0,""
"352200375","WARSZAWA-OKÊCIE","2021","01","04",8.0,"",3.3,"",2.7,"",7.1,"",95.9,"",1003.9,"",1017.2,"",.0,"",1.5,""
"352200375","WARSZAWA-OKÊCIE","2021","01","05",8.0,"",5.3,"",3.3,"",7.5,"",96.8,"",999.0,"",1012.2,"",7.2,"",1.1,""
"352200375","WARSZAWA-OKÊCIE","2021","01","06",7.9,"",3.0,"",1.7,"",6.6,"",95.3,"",998.7,"",1011.9,"",.0,"",2.0,""
"352200375","WARSZAWA-OKÊCIE","2021","01","07",7.9,"",2.1,"",1.1,"",6.3,"",94.1,"",996.8,"",1010.0,"",.0,"",.0,""
"352200375","WARSZAWA-OKÊCIE","2021","01","08",7.5,"",1.8,"",.6,"",5.7,"",88.9,"",1000.0,"",1013.3,"",.0,"",.0,""
"352200375","WARSZAWA-OKÊCIE","2021","01","09",7.8,"",3.5,"",-.3,"",5.7,"",94.6,"",1003.9,"",1017.3,"",.5,"",.5,""
"352200375","WARSZAWA-OKÊCIE","2021","01","10",7.9,"",2.9,"",.0,"",5.9,"",97.1,"",1009.4,"",1022.9,"",.0,"",.0,""
"352200375","WARSZAWA-OKÊCIE","2021","01","11",5.6,"",2.0,"",-.3,"",4.9,"",82.0,"",1007.6,"",1021.1,"",.0,"",.0,""
"352200375","WARSZAWA-OKÊCIE","2021","01","12",6.8,"",3.0,"",-1.4,"",4.5,"",81.1,"",994.6,"",1008.0,"",.0,"",3.9,""
"352200375","WARSZAWA-OKÊCIE","2021","01","13",8.0,"",3.3,"",-.3,"",5.6,"",93.6,"",991.2,"",1004.5,"",.1,"",.0,""
"352200375","WARSZAWA-OKÊCIE","2021","01","14",7.9,"",3.6,"",-1.9,"",4.8,"",90.1,"",995.2,"",1008.6,"",.1,"",.0,""
